ID,County,Map_Unit_Symbol,Map_Unit_Name,Soil_Name,Acres_in_AOI,Percent_of_AOI,Soil_ID
41,Bay,20,Foxworth sand, 0 to 5 percent slopes,Foxworth sand,18,932.20,3.40%,FL00503016
42,Bay,32,Plummer sand,Plummer sand,17,348.60,3.10%,FL00503012
43,Bay,23,Chipley sand, 0 to 5 percent slopes,Chipley sand,12,747.20,2.30%,FL00503018
44,Bay,26,Centenary sand, 0 to 5 percent slopes,Centenary sand,10,854.10,1.90%,FL00503002
45,Bay,28,Allanton sand,Allanton sand,8,888.40,1.60%,FL00503014
46,Bay,3,Blanton fine sand, 0 to 5 percent slopes,Blanton fine sand,7,356.80,1.30%,FL00503017
47,Bay,50,Pickney fine sand,Pickney fine sand,7,296.10,1.30%,FL00503011
48,Bay,52,Bayvi loamy sand,Bayvi loamy sand,7,213.70,1.30%,FL00503008
49,Bay,15,Stilson sand, 0 to 5 percent slopes,Stilson sand,6,341.20,1.10%,FL00503015
50,Bay,27,Mandarin sand,Mandarin sand,4,978.00,0.90%,FL00503006
51,Bay,45,Kureb sand, 0 to 5 percent slopes,Kureb sand,4,984.70,0.90%,FL00503005
52,Bay,42,Resota fine sand, 0 to 5 percent slopes,Resota fine sand,4,560.60,0.80%,FL00503004
53,Bay,41,Dirego muck,Dirego muck,2,023.70,0.40%,FL00503007
54,Bay,18,Troup sand, 5 to 8 percent slopes,Troup sand,451.60,0.10%,FL00503020
55,Bradford,4,Mascotte sand,Mascotte sand,11,886.10,6.20%,FL00704009
56,Bradford,15,Pottsburg sand,Pottsburg sand,4,599.40,2.40%,FL00704010
57,Bradford,19,Leon sand,Leon sand,3,790.10,2.00%,FL00704008
58,Bradford,20,Grifton frequently flooded,Grifton ,3,619.30,1.90%,FL00704003
59,Bradford,11,Allanton loamy sand,Allanton loamy sand,3,542.90,1.80%,FL00704005
60,Bradford,3,Ocilla fine sand, 0 to 5 percent slopes,Ocilla fine sand,2,904.60,1.50%,FL00704002
61,Bradford,13,Hurricane sand, 0 to 5 percent slopes,Hurricane sand,1,887.40,1.00%,FL00704004
62,Bradford,18,Lakeland sand, 0 to 5 percent slopes,Lakeland sand,1,192.60,0.60%,FL00704006
63,Brevard,36,Myakka sand,Myakka sand,67,229.40,7.60%,FL00905006
64,Brevard,19,Riviera sand,Riviera sand,45,738.40,5.20%,FL00705013
65,Brevard,17,EauGallie sand,EauGallie sand,42,956.00,4.80%,FL00705008
66,Brevard,47,Pineda sand,Pineda sand,23,595.00,2.70%,FL00705017
67,Brevard,24,Felda soils,,Felda soils,13,550.80,1.50%,FL00705005
68,Brevard,9,Canaveral,Canaveral,12,109.70,1.40%,FL00705051
69,Brevard,,Anclote,Anclote,,,FL00705009
70,Brevard,7,Basinger sand,Basinger sand,10,679.50,1.20%,FL00705016
71,Brevard,51,Pompano sand,Pompano sand,11,046.00,1.20%,FL00705048
72,Brevard,16,Copeland-,Copeland,7,744.40,0.90%,FL00705047
73,Brevard,29,Malabar sand, high,Malabar sand,6,704.20,0.80%,FL00705015
74,Brevard,43,Paola fine sand, 0 to 5 percent slopes,Paola fine sand,6,734.10,0.80%,FL00705002
75,Brevard,64,Terra Ceia muck, frequently flooded,Terra Ceia muck,7,317.50,0.80%,FL00705012
76,Brevard,26,Holopaw sand,Holopaw sand,6,452.80,0.70%,FL00705041
77,Brevard,42,Palm Beach sand,Palm Beach sand,5,521.60,0.60%,FL00705050
78,Brevard,56,St. Lucie fine sand, 0 to 5 percent slopes,St. Lucie fine sand,2,489.90,0.30%,FL00705027
79,Brevard,70,Valkaria sand,Valkaria sand,2,974.80,0.30%,FL00705010
80,Brevard,72,Welaka sand,Welaka sand,2,969.20,0.30%,FL00705023
81,Brevard,15,Cocoa sand,Cocoa sand,1,925.70,0.20%,FL00705025
82,Brevard,63,Tavares fine sand,Tavares fine sand,1,714.20,0.20%,FL00705025
83,Big Cypress Reservation, Broward,65,Plantation muck, depressional,Plantation muck,2,073.30,21.10%,FL01106008
84,Big Cypress Reservation, Broward,23,Hallandale sand, slough,Hallandale sand,280.20,2.90%,FL01106003
85,Calhoun,36,Lakeland sand, 0 to 5 percent slopes,Lakeland sand,22,982.50,6.30%,FL01307009
86,Calhoun,67,Alapaha loamy sand, 0 to 2 percent slopes,Alapaha loamy sand,20,635.90,5.60%,FL01307021
87,Calhoun,32,Fuquay loamy sand, 0 to 2 percent slopes,Fuquay loamy sand,12,749.70,3.50%,FL01307018
88,Calhoun,39,Leefield loamy sand, 0 to 5 percent slopes,Leefield loamy sand,11,533.90,3.10%,FL01307016
89,Calhoun,48,Pansey sandy loam,Pansey sandy loam,10,503.60,2.90%,FL01307004
90,Calhoun,31,Foxworth sand, 0 to 5 percent slopes,Foxworth sand,10,381.70,2.80%,FL01307012
91,Calhoun,2,Albany loamy sand, 0 to 5 percent slopes,Albany loamy sand,9,484.30,2.60%,FL01307014
92,Calhoun,61,Troup sand, 0 to 5 percent slopes,Troup sand,9,108.70,2.50%,FL01307013
93,Calhoun,57,Stilson loamy sand, 0 to 2 percent slopes,Stilson loamy sand,8,360.00,2.30%,FL01307017
94,Calhoun,55,Pottsburg sand,Pottsburg sand,8,131.50,2.20%,FL01307015
95,Calhoun,12,Chipley sand, 0 to 5 percent slopes,Chipley sand,5,828.70,1.60%,FL01307011
96,Calhoun,24,Dunbar fine sandy loam, rarely flooded,Dunbar fine sandy loam,5,658.80,1.50%,FL01307020
97,Calhoun,,Dothan loamy sand, 2 to 5 percent slopes,Dothan loamy sand,4,346.10,1.20%,FL01307001
98,Calhoun,35,Hurricane sand,Hurricane sand,3,273.10,0.90%,FL01307007
99,Charlotte,43,Smyrna fine sand,Smyrna fine sand,19,505.40,3.40%,FL01508007
100,Charlotte,34,Malabar fine sand,Malabar fine sand,12,961.70,2.20%,FL01508004
101,Charlotte,9,EauGallie sand,EauGallie sand,11,914.00,2.10%,FL01508012
102,Charlotte,70,Heights fine sand,Heights fine sand,10,244.20,1.80%,FL01508001
103,Charlotte,12,Felda fine sand,Felda fine sand,8,363.20,1.50%,FL01508003
104,Charlotte,56,Isles muck,Isles muck,4,785.20,0.80%,FL01508005
105,Charlotte,19,Gator muck,Gator muck,2,280.20,0.40%,FL01508009
106,Charlotte,29,Punta fine sand,Punta fine sand,1,465.50,0.30%,FL01508006
107,Charlotte,57,Boca fine sand, tidal,Boca fine sand,1,605.00,0.30%,FL01508002
108,Charlotte,20,Terra Ceia muck,Terra Ceia muck,915.00,0.20%,FL01508010
109,,72,Bradenton fine sand,Bradenton fine sand,642.80,0.10%,FL01508008
110,Citrus,3,Candler fine sand, 0 to 5 percent slopes,Candler fine sand,74,101.00,16.00%,FL01709016
111,Citrus,14,Lake fine sand, 0 to 5 percent slopes,Lake fine sand,30,017.50,6.50%,FL01709005
112,Citrus,29,Astatula fine sand, 0 to 5 percent slopes,Astatula fine sand,29,171.30,6.30%,FL01709014
113,Citrus,11,Tavares fine sand, 0 to 5 percent slopes,Tavares fine sand,28,113.60,6.10%,FL01709012
114,Citrus,16,Arredondo fine sand, 0 to 5 percent slopes,Arredondo fine sand,18,409.10,4.00%,FL01709004
115,Citrus,2,Adamsville fine sand,Adamsville fine sand,11,160.50,2.40%,FL01709011
116,Citrus,39,Hallandale fine sand,Hallandale fine sand,11,335.20,2.40%,FL01709017
117,Citrus,,Durbin mucks,Durbin mucks,,,FL01709020
118,Citrus,40,Homosassa mucky fine sandy loam,Homosassa mucky fine sandy loam,6,688.70,1.40%,FL01709021
119,Citrus,35,Sparr fine sand, 0 to 5 percent slopes,Sparr fine sand,4,474.30,1.00%,FL01709026
120,Citrus,36,EauGallie fine sand,EauGallie fine sand,3,992.50,0.90%,FL01709002
121,Citrus,18,Kendrick fine sand, 0 to 5 percent slopes,Kendrick fine sand,3,555.50,0.80%,FL01709023
122,Citrus,7,Myakka fine sand,Myakka fine sand,3,337.80,0.70%,FL01709010
123,Citrus,28,Redlevel fine sand,Redlevel fine sand,2,756.90,0.60%,FL01709001
124,Citrus,25,Lochloosa fine sand, 0 to 5 percent slopes,Lochloosa fine sand,1,588.30,0.30%,FL01709007
125,Citrus,47,Fort Meade loamy fine sand, 0 to 5 percent slopes,Fort Meade loamy fine sand,1,283.30,0.30%,FL01709015
126,Citrus,33,Micanopy loamy fine sand, 2 to 5 percent slopes,Micanopy loamy fine sand,1,000.40,0.20%,FL01709024
127,Citrus,64,Citronelle fine sand,Citronelle fine sand,996.30,0.20%,FL01709018
128,Clay,9,Leon fine sand,Leon fine sand,43,718.90,10.50%,FL01910012
129,Clay,3,Hurricane fine sand, 0 to 5 percent slopes,Hurricane fine sand,31,379.20,7.50%,FL01910002
130,Clay,5,Penney fine sand, 0 to 5 percent slopes,Penney fine sand,26,814.50,6.40%,FL01910005
131,Clay,10,Ortega fine sand, 0 to 5 percent slopes,Ortega fine sand,23,375.20,5.60%,FL01910004
132,Clay,6,Mandarin fine sand,Mandarin fine sand,19,947.90,4.80%,FL01910006
133,Clay,8,Sapelo fine sand,Sapelo fine sand,18,473.30,4.40%,FL01910010
134,Clay,18,Ridgewood fine sand, 0 to 5 percent slopes,Ridgewood fine sand,9,978.00,2.40%,FL01910003
135,Clay,1,Albany fine sand, 0 to 5 percent slopes,Albany fine sand,9,363.10,2.20%,FL01910008
136,Clay,2,Blanton fine sand, 0 to 5 percent slopes,Blanton fine sand,6,531.80,1.60%,FL01910001
137,Clay,13,Meggett fine sandy loam,Meggett fine sandy loam,6,555.10,1.60%,FL01910017
138,Clay,47,Newnan fine sand,Newnan fine sand,4,514.20,1.10%,FL01910009
139,Clay,4,Ocilla loamy fine sand, 0 to 5 percent slopes,Ocilla loamy fine sand,3,598.10,0.90%,FL01910015
140,Clay,65,Meadowbrook sand,Meadowbrook sand,3,678.40,0.90%,FL01910014
141,Collier,7,Immokalee fine sand,Immokalee fine sand,51,399.20,6.70%,FL02111006
142,Collier,21,Boca fine sand,Boca fine sand,26,416.70,3.40%,FL02111001
143,Collier,11,Hallandale fine sand,Hallandale fine sand,22,794.20,3.00%,FL02111003
144,Collier,54,Jupiter-complex,Jupiter-complex,9,431.70,1.20%,FL02111005
145,Collier,,Jupiter, fine sands,Jupiter fine sands,,,FL02111002
146,Columbia,8,Blanton fine sand, 0 to 5 percent slopes,Blanton fine sand,59,985.20,11.70%,FL12563003
147,Columbia,13,Bonneau fine sand, 2 to 5 percent slopes,Bonneau fine sand,31,564.40,6.20%,FL12563009
148,Columbia,42,Olustee fine sand, thick surface,Olustee fine sand,31,578.10,6.20%,FL00302003
149,Columbia,56,Sapelo fine sand,Sapelo fine sand,28,256.90,5.50%,FL12563006
150,Columbia,1,Albany fine sand, 0 to 5 percent slopes,Albany fine sand,25,684.80,5.00%,FL12563002
151,Columbia,3,Alpin fine sand, 0 to 5 percent slopes,Alpin fine sand,17,125.70,3.30%,FL04121001
152,Columbia,40,Ocilla fine sand, 0 to 5 percent slopes,Ocilla fine sand,12,530.90,2.40%,FL12563008
153,Columbia,20,Chipley fine sand, 0 to 5 percent slopes,Chipley fine sand,6,726.40,1.30%,FL04724006
154,Columbia,32,Leon fine sand,Leon fine sand,5,348.70,1.00%,FL04121006
155,Columbia,26,Hurricane fine sand,Hurricane fine sand,4,828.30,0.90%,FL04121004
156,De Soto,36,Smyrna fine sand,Smyrna fine sand,56,914.40,13.90%,FL02714012
157,De Soto,20,Immokalee fine sand,Immokalee fine sand,49,040.60,12.00%,FL02714005
158,De Soto,14,Farmton fine sand,Farmton fine sand,36,109.10,8.80%,FL02714001
159,De Soto,13,EauGallie fine sand,EauGallie fine sand,28,971.30,7.10%,FL02714011
160,De Soto,21,Malabar fine sand,Malabar fine sand,21,572.00,5.30%,FL02714010
161,De Soto,3,Basinger fine sand,Basinger fine sand,18,014.20,4.40%,FL02714006
162,De Soto,40,Valkaria fine sand,Valkaria fine sand,15,328.40,3.70%,FL02714008
163,De Soto,26,Pineda fine sand,Pineda fine sand,11,070.90,2.70%,FL02714002
164,De Soto,42,Zolfo fine sand,Zolfo fine sand,10,708.30,2.60%,FL02714014
165,De Soto,25,Ona fine sand,Ona fine sand,9,012.30,2.20%,FL02714018
166,De Soto,41,Wabasso fine sand,Wabasso fine sand,6,428.30,1.60%,FL02714017
167,De Soto,6,Bradenton fine sand,Bradenton fine sand,4,441.70,1.10%,FL02714013
168,Dixie,19,Wekiva occasionally flooded,Wekiva occasionally flooded,64,339.10,13.50%,FL07538017
169,Dixie,17,Leon-Leon, depressional complex,Leon-Leon complex,52,330.40,10.90%,FL12362006
170,Dixie,20,Chaires, limestone substratum complex,Chaires complex,31,941.10,6.70%,FL12362005
171,Dixie,9,Otela limestone substratum complex, 0 to 5 percent slopes,Otela limestone substratum complex,16,784.00,3.50%,FL12362016
172,Dixie,21,Meadowbrook fine sand,Meadowbrook fine sand,11,880.70,2.50%,FL12362020
173,Dixie,41,Mandarin limestone substratum complex,Mandarin limestone substratum complex,11,229.60,2.30%,FL12362014
174,Dixie,,Lutterloh, limestone substratum complex,Lutterloh complex,,,FL07538026
175,Dixie,6,Albany-complex,Albany-complex,9,000.50,1.90%,FL06734002
176,Dixie,,Ridgewood complex,Ridgewood complex,,,FL12362011
177,Dixie,34,Ortega complex, 0 to 5 percent slopes,Ortega complex,8,385.50,1.80%,FL12362010
178,Dixie,2,Penney fine sand, 0 to 5 percent slopes,Penney fine sand,3,791.60,0.80%,FL07538007
179,Duval,32,Leon fine sand, 0 to 2 percent slopes,Leon fine sand,71,226.30,12.80%,FL03116009
180,Duval,14,Boulogne fine sand, 0 to 2 percent slopes,Boulogne fine sand,33,514.20,6.00%,FL03116005
181,Duval,,Wesconnett complex, depressional, 0 to 2 percent slopes,Wesconnett complex,,,FL03116024
182,Duval,66,Surrency loamy fine sand, depressional, 0 to 2 percent slopes,Surrency loamy fine sand,25,440.80,4.60%,FL03116021
183,Duval,63,Sapelo fine sand, 0 to 2 percent slopes,Sapelo fine sand,20,985.30,3.80%,FL03116015
184,Duval,35,Lynn Haven fine sand, 0 to 2 percent slopes,Lynn Haven fine sand,16,738.70,3.00%,FL03116023
185,Duval,44,Mascotte complex, 0 to 2 percent slopes,Mascotte complex,9,126.30,1.60%,FL03116008
186,Duval,46,Ortega fine sand,Ortega fine sand,5,894.80,1.10%,FL03116003
187,Duval,81,Stockade fine sandy loam, depressional, 0 to 2 percent slopes,Stockade fine sandy loam,5,758.00,1.00%,FL03116012
188,Duval,2,Albany fine sand, 0 to 5 percent slopes,Albany fine sand,4,359.30,0.80%,FL03116010
189,Duval,25,Kershaw fine sand, 2 to 8 percent slopes,Kershaw fine sand,2,127.30,0.40%,FL03116007
190,Duval,36,Mandarin fine sand, 0 to 2 percent slopes,Mandarin fine sand,1,965.50,0.40%,FL03116013
191,Duval,56,Pottsburg fine sand, 0 to 2 percent slopes,Pottsburg fine sand,2,405.00,0.40%,FL03116011
192,Duval,79,Yulee clay, 0 to 2 percent slopes, frequently flooded,Yulee clay,2,126.80,0.40%,FL03116025
193,Duval,12,Blanton fine sand, 0 to 6 percent slopes,Blanton fine sand,849.00,0.20%,FL03116014
194,Duval,23,Fripp,Fripp,912.40,0.20%,FL03116019
195,Duval,29,Kureb fine sand, 2 to 8 percent slopes,Kureb fine sand,883.80,0.20%,FL03116004
196,Duval,19,Cornelia fine sand, 0 to 5 percent slopes,Cornelia fine sand,749.60,0.10%,FL03116006
197,Duval,80,Goldhead,  2 to 5 percent slopes,Goldhead,817.20,0.10%,FL03116018
198,Escambia,54,Troup-complex, 8 to 12 percent slopes,Troup-complex,48,670.60,10.10%,FL11357018
199,Escambia,38,Bonifay loamy sand, 0 to 5 percent slopes,Bonifay loamy sand,27,236.90,5.70%,FL11357012
200,Escambia,13,Lakeland sand, 0 to 5 percent slopes,Lakeland sand,16,822.50,3.50%,FL11357021
201,Escambia,64,Red Bay fine sandy loam, 0 to 2 percent slopes,Red Bay fine sandy loam,7,716.70,1.60%,FL11357024
202,Escambia,9,Leon sand,Leon sand,4,455.70,0.90%,FL11357046
203,Escambia,,Albany soils, 0 to 5 percent slopes, occasionally flooded,Albany soils,,,FL11357037
204,Escambia,19,Foxworth sand, 0 to 5 percent slopes,Foxworth sand,2,439.20,0.50%,FL11357009
205,Escambia,36,Lucy loamy sand, 2 to 5 percent slopes,Lucy loamy sand,2,497.70,0.50%,FL11357027
206,Escambia,41,Malbis sandy loam, 0 to 2 percent slopes,Malbis sandy loam,1,472.80,0.30%,FL11357029
207,Escambia,,,,,,
208,Flagler,4,Wabasso fine sand,Wabasso fine sand,20,196.50,6.10%,FL03518003
209,Flagler,14,Pineda fine sand,Pineda fine sand,17,777.50,5.40%,FL03518004
210,Flagler,21,Smyrna fine sand,Smyrna fine sand,17,600.20,5.30%,FL03518009
211,Flagler,2,Riviera fine sand,Riviera fine sand,11,655.50,3.50%,FL03518005
212,Flagler,40,Pomona fine sand,Pomona fine sand,10,793.60,3.30%,FL03518019
213,Flagler,19,Valkaria fine sand,Valkaria fine sand,9,754.80,3.00%,FL03518020
214,Flagler,6,Favoretta clay,Favoretta clay,7,514.10,2.30%,FL03518021
215,Flagler,15,Pomello fine sand, 0 to 5 percent slopes,Pomello fine sand,4,363.00,1.30%,FL03518011
216,Flagler,27,Cassia fine sand,Cassia fine sand,3,532.00,1.10%,FL03518008
217,Flagler,20,Orsino fine sand, 0 to 5 percent slopes,Orsino fine sand,1,910.10,0.60%,FL03518010
218,Flagler,37,Tuscawilla fine sand,Tuscawilla fine sand,2,099.10,0.60%,FL03518017
219,Flagler,22,Astatula fine sand, 0 to 8 percent slopes,Astatula fine sand,1,548.00,0.50%,FL03518013
220,Flagler,23,Adamsville fine sand, 0 to 3 percent slopes,Adamsville fine sand,1,496.10,0.50%,FL03518014
221,Franklin,33,Scranton fine sand,Scranton fine sand,46,644.00,9.10%,FL03719017
222,Franklin,22,Leon sand,Leon sand,25,027.40,4.90%,FL03719006
223,Franklin,38,Meadowbrook sand,Meadowbrook sand,9,691.00,1.90%,FL03719020
224,Franklin,24,Mandarin fine sand,Mandarin fine sand,5,282.50,1.00%,FL03719004
225,Franklin,29,Resota fine sand, 0 to 5 percent slopes,Resota fine sand,4,656.10,0.90%,FL03719003
226,Franklin,10,Corolla sand, 0 to 5 percent slopes,Corolla sand,3,863.70,0.80%,FL03719009
227,Franklin,15,Ortega fine sand, 0 to 5 percent slopes,Ortega fine sand,4,086.70,0.80%,FL03719010
228,Franklin,27,Pelham fine sand,Pelham fine sand,4,246.40,0.80%,FL03719018
229,Franklin,11,Dorovan complex, depressional,Dorovan complex,3,227.90,0.60%,FL03719019
230,Franklin,37,Tooles-complex, depressional,Tooles-complex,3,329.30,0.60%,FL03719021
231,Franklin,32,Sapelo fine sand,Sapelo fine sand,2,469.90,0.50%,FL03719016
232,Franklin,6,Blanton fine sand, 0 to 5 percent slopes,Blanton fine sand,1,029.40,0.20%,FL03719015
233,Franklin,9,Chaires sand,Chaires sand,1,240.30,0.20%,FL03719005
234,Franklin,18,Kershaw sand, 5 to 12 percent slopes,Kershaw sand,697.20,0.10%,FL03719002
235,Franklin,19,Kureb fine sand, 3 to 8 percent slopes,Kureb fine sand,340.10,0.10%,FL03719001
236,Franklin,21,Leefield sand,Leefield sand,635.30,0.10%,FL03719012
237,Franklin,35,Stilson fine sand,Stilson fine sand,728.50,0.10%,FL03719014
238,Gadsden,46,Orangeburg loamy sand, 2 to 5 percent slopes,Orangeburg loamy sand,19,390.80,5.70%,FL06332011
239,Gadsden,30,Lakeland sand, 0 to 5 percent slopes,Lakeland sand,13,841.90,4.10%,FL07337001
240,Gadsden,47,Orangeburg- complex, 5 to 8 percent slopes,Orangeburg- complex,13,994.70,4.10%,FL07337008
241,Gadsden,19,Dothan complex, 2 to 5 percent slopes,Dothan complex,13,390.50,4.00%,FL06332017
242,Gadsden,,Fuquay complex, 2 to 5 percent slopes,Fuquay complex,,,FL07337025
243,Gadsden,9,Bonifay complex, 0 to 5 percent slopes,Bonifay complex,11,148.30,3.30%,FL07337019
244,Gadsden,,Alpin complex, 0 to 5 percent slopes,Alpin complex,,,FL07337023
245,Gadsden,,Lucy- complex, 0 to 5 percent slopes,Lucy- complex,,,FL07337006
246,Gadsden,88,Rutlege, soils, frequently flooded,Rutlege soils,9,363.10,2.80%,F07337014
247,Gadsden,32,Leefield-complex, 0 to 5 percent slopes,Leefield-complex,8,295.70,2.50%,FL07337017
248,Gadsden,2,Albany complex, 0 to 5 percent slopes,Albany complex,7,960.40,2.40%,FL06332015
249,Gadsden,,Blanton complex, 0 to 5 percent slopes,Blanton complex,,,FL07337007
250,Gadsden,63,Troup complex, 15 to 45 percent slopes,Troup complex,4,552.50,1.30%,FL07337005
251,Gadsden,,Ocilla- complex, 0 to 5 percent slopes,Ocilla- complex,,,FL07337026
252,Gadsden,,Chipley complex, 0 to 5 percent slopes,Chipley complex,,,FL07337013
253,Gadsden,80,Foxworth- complex, 0 to 5 percent slopes,Foxworth- complex,3,325.90,1.00%,FL07337003
254,Gadsden,42,Norfolk loamy fine sand, 2 to 5 percent slopes,Norfolk loamy fine sand,2,641.40,0.80%,FL07337004
255,Gadsden,58,Tifton loamy fine sand, 2 to 5 percent slopes,Tifton loamy fine sand,2,825.10,0.80%,FL06332010
256,Gadsden,,Pelham complex, 0 to 5 percent slopes, occasionally flooded,Pelham complex,,,FL07337029
257,Gilchrist,4,Otela fine sands, 0 to 5 percent slopes,Otela fine sands,25,759.90,11.30%,FL04121007
258,Gilchrist,6,Ridgewood fine sand, 0 to 5 percent slopes,Ridgewood fine sand,15,064.80,6.60%,FL04121003
259,Gilchrist,35,Alpin fine sand, 0 to 5 percent slopes,Alpin fine sand,11,780.20,5.20%,FL04121001
260,Gilchrist,18,Kershaw fine sand, gently rolling,Kershaw fine sand,11,689.40,5.10%,FL04121009
261,Gilchrist,11,Ortega fine sand, 0 to 5 percent slopes,Ortega fine sand,9,583.10,4.20%,FL04121008
262,Gilchrist,29,Shadeville fine sands, 0 to 5 percent slopes,Shadeville fine sands,8,295.70,3.70%,FL04121013
263,Gilchrist,7,Leon fine sand,Leon fine sand,7,999.70,3.50%,FL04121006
264,Gilchrist,9,Hurricane fine sand, 0 to 5 percent slopes,Hurricane fine sand,5,633.10,2.50%,FL04121004
265,Gilchrist,15,Blanton fine sand, 0 to 5 percent slopes,Blanton fine sand,5,558.50,2.40%,FL04121012
266,Gilchrist,12,Albany fine sand, 0 to 5 percent slopes,Albany fine sand,4,535.70,2.00%,FL04121011
267,Gilchrist,33,Eunola fine sands, 0 to 5 percent slopes,Eunola fine sands,3,835.60,1.70%,FL04121018
268,Gilchrist,10,Garcon fine sand, 0 to 5 percent slopes, occasionally flooded,Garcon fine sand,2,922.80,1.30%,FL04121016
269,Gilchrist,19,Sapelo fine sand,Sapelo fine sand,2,172.20,1.00%,FL04121014
270,Glades,10,Felda fine sand,Felda fine sand,27,182.80,4.30%,FL04322004
271,Glades,15,Pineda fine sand,Pineda fine sand,24,207.40,3.80%,FL04322001
272,Glades,6,Malabar fine sand,Malabar fine sand,19,789.60,3.10%,FL04322002
273,Glades,7,Pople fine sand,Pople fine sand,14,869.80,2.40%,FL04322003
274,Gulf,27,Pelham loamy fine sand,Pelham loamy fine sand,36,776.20,8.90%,FL04523025
275,Gulf,32,Rains fine sandy loam,Rains fine sandy loam,20,210.60,4.90%,FL04523017
276,Gulf,22,Leon fine sand,Leon fine sand,17,451.60,4.20%,FL04523004
277,Gulf,2,Albany sand,Albany sand,10,437.80,2.50%,FL04523008
278,Gulf,3,Alapaha loamy fine sand,Alapaha loamy fine sand,8,727.90,2.10%,FL04523026
279,Gulf,5,Bladen fine sandy loam,Bladen fine sandy loam,5,218.30,1.30%,FL04523020
280,Gulf,35,Stilson loamy fine sand, 0 to 5 percent slopes,Stilson loamy fine sand,3,677.90,0.90%,FL04523001
